site,site_name,sample_id,species,latitude,longitude,aspect,curvature,curvature_planform,curvature_profile,elevation_m,et_act_mm,et_pot_mm,npp,precip_mm,ruggedness,scf_average,sdd_average,solar_rad,heat_load,slope_degree,slope_percent,temp_average_c,temp_max_c,temp_min_c,tpi,twi_saga,vpd_max,vpd_min,deficit_1981_2010,dist_accum,ilap_code,forest_name,district_name,huc12_code,huc12_name,huc10_code,huc10_name,huc8_code,huc8_name
22,Gray,W02214,PSME,43.69942,-122.54085,14.7435999,0.270016,0.147989,-0.122026,1157,703,1223,9042,1874.280029,6.0827599,0.208323,165.6320038,713039.8125,0.866737726,5.15622,9.0236702,8.5549002,13.71,3.3986001,0.375,6.7610302,9.8500004,0.91,83.39006042,6786477.5,180310,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Gray Creek-Middle Fork Willamette River,1709000105,Hills Creek Lake-Middle Fork Willamette River,17090001,Middle Fork Willamette
22,Gray,W02215,PSME,43.69941,-122.54042,49.0856018,0.270016,0.303768,0.033752,1156,703,1223,9042,1874.280029,7,0.208323,165.6320038,713039.8125,0.879796061,5.2090902,9.1167002,8.5549002,13.71,3.3986001,0.875,6.4524899,9.8500004,0.91,83.39006042,6776579.5,180310,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Gray Creek-Middle Fork Willamette River,1709000105,Hills Creek Lake-Middle Fork Willamette River,17090001,Middle Fork Willamette
22,Gray,W02216,PSME,43.69938,-122.54057,49.0856018,0.270016,0.303768,0.033752,1156,703,1223,9042,1874.280029,7,0.208323,165.6320038,713039.8125,0.879796359,5.2090902,9.1167002,8.5549002,13.71,3.3986001,0.875,6.4524899,9.8500004,0.91,83.39006042,6779934.5,180310,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Gray Creek-Middle Fork Willamette River,1709000105,Hills Creek Lake-Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02301,PSME,43.865162,-122.469541,148.5700073,-0.270016,-0.0496727,0.220343,1013,627,1191,10081,2583.060059,13.4164,0.183134,165.7890015,1036328.75,0.963309989,10.9666004,19.3775997,8.7398996,14.2799997,3.1970999,-0.75,8.0436201,11.1499996,0.88,56.22783661,7635690,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02302,PSME,43.865341,-122.469578,140.1940002,0.945055,0.411663,-0.533392,1019,627,1191,10081,2583.060059,12.6094999,0.183134,165.7890015,1036328.75,0.948939138,8.1654997,14.3487997,8.7398996,14.2799997,3.1970999,2.625,7.5693998,11.1499996,0.88,56.22783661,7661563,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02303,PSME,43.865332,-122.469283,120.0690002,1.35008,0.798135,-0.551944,1016,627,1191,10081,2583.060059,16.7929001,0.183134,165.7890015,1036328.75,0.930939551,11.4020004,20.1671009,8.7398996,14.2799997,3.1970999,3.5,6.9298701,11.1499996,0.88,56.22783661,7661759.5,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02304,PSME,43.865512,-122.469332,128.6600037,-0.540032,-0.447831,0.0922005,1016,627,1191,10081,2583.060059,17.3780994,0.183134,165.7890015,1036328.75,0.943912481,13.2393999,23.5272999,8.7398996,14.2799997,3.1970999,-1.5,6.4657102,11.1499996,0.88,56.22783661,7556875,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02305,PSME,43.865731,-122.469186,128.8300018,1.62009,0.902248,-0.717847,1024,627,1191,10081,2583.060059,20.9044991,0.183134,165.7890015,1036328.75,0.944328901,13.5894003,24.1728992,8.7398996,14.2799997,3.1970999,4.375,6.4737902,11.1499996,0.88,55.33113098,7558358.5,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02306,PSME,43.86527,-122.469643,140.1940002,0.945055,0.411663,-0.533392,1019,627,1191,10081,2583.060059,12.6094999,0.183134,165.7890015,1036328.75,0.94893985,8.1654997,14.3487997,8.7398996,14.2799997,3.1970999,2.625,7.5693998,11.1499996,0.88,56.22783661,7638989,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02307,PSME,43.865254,-122.469176,120.0690002,1.35008,0.798135,-0.551944,1016,627,1191,10081,2583.060059,16.7929001,0.183134,165.7890015,1036328.75,0.930940336,11.4020004,20.1671009,8.7398996,14.2799997,3.1970999,3.5,6.9298701,11.1499996,0.88,56.22783661,7593530.5,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02308,PSME,43.865126,-122.468976,139.7640076,-0.135008,-0.151318,-0.0163097,1005,627,1191,10081,2583.060059,16.3707008,0.183134,165.7890015,1036328.75,0.959170998,13.2052002,23.4643993,8.7398996,14.2799997,3.1970999,-0.75,7.7284899,11.1499996,0.88,56.22783661,7550834.5,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02309,PSME,43.865011,-122.468761,139.7640076,-0.135008,-0.151318,-0.0163097,1005,627,1191,10081,2583.060059,16.3707008,0.183134,165.7890015,1036328.75,0.959172157,13.2052002,23.4643993,8.7398996,14.2799997,3.1970999,-0.75,7.7284899,11.1499996,0.88,56.22783661,7512863.5,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02310A,PSME,43.86431,-122.47012,90,0,0,0,1018,627,1191,10081,2583.060059,9.0553904,0.140477,147.8950043,1036328.75,0.897562652,7.8452601,13.7788,8.7398996,14.2799997,3.1970999,-0.25,8.1566696,11.1499996,0.88,52.38033676,7676312,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02310B,PSME,43.86431,-122.47012,90,0,0,0,1018,627,1191,10081,2583.060059,9.0553904,0.140477,147.8950043,1036328.75,0.897562652,7.8452601,13.7788,8.7398996,14.2799997,3.1970999,-0.25,8.1566696,11.1499996,0.88,52.38033676,7676312,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02311,PSME,43.86428,-122.4701,90,0,0,0,1018,627,1191,10081,2583.060059,9.0553904,0.140477,147.8950043,1036328.75,0.897562953,7.8452601,13.7788,8.7398996,14.2799997,3.1970999,-0.25,8.1566696,11.1499996,0.88,52.38033676,7673306.5,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02312A,PSME,43.86424,-122.47018,90,0,0,0,1018,627,1191,10081,2583.060059,9.0553904,0.140477,147.8950043,1036328.75,0.897563354,7.8452601,13.7788,8.7398996,14.2799997,3.1970999,-0.25,8.1566696,11.1499996,0.88,52.38033676,7680941,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02312B,PSME,43.86424,-122.47018,90,0,0,0,1018,627,1191,10081,2583.060059,9.0553904,0.140477,147.8950043,1036328.75,0.897563354,7.8452601,13.7788,8.7398996,14.2799997,3.1970999,-0.25,8.1566696,11.1499996,0.88,52.38033676,7680941,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02313A,PSME,43.86431,-122.46985,90,-0.405024,-0.270016,0.135008,1014,627,1191,10081,2583.060059,8.7749596,0.140477,147.8950043,1036328.75,0.899471947,7.3281298,12.8601999,8.7398996,14.2799997,3.1970999,-0.625,8.2172003,11.1499996,0.88,52.38033676,7654748,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02313B,PSME,43.86431,-122.46985,90,-0.405024,-0.270016,0.135008,1014,627,1191,10081,2583.060059,8.7749596,0.140477,147.8950043,1036328.75,0.899471947,7.3281298,12.8601999,8.7398996,14.2799997,3.1970999,-0.625,8.2172003,11.1499996,0.88,52.38033676,7654748,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02314,PSME,43.86451,-122.46992,81.8699036,0.540032,0.399623,-0.140408,1015,627,1191,10081,2583.060059,9.1651497,0.140477,147.8950043,1036328.75,0.890419688,7.40171,12.9907999,8.7398996,14.2799997,3.1970999,1,8.1203299,11.1499996,0.88,52.38033676,7652697.5,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02315,PSME,43.86388,-122.46996,74.0546036,-1.35008,-0.69581,0.654269,1013,627,1191,10081,2583.060059,16.7332001,0.140477,147.8950043,1036328.75,0.857414884,11.3442001,20.0622005,8.7398996,14.2799997,3.1970999,-3,8.7207098,11.1499996,0.88,55.7241745,7675843,180210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
23,Eight,W02316,PSME,43.86386,-122.46488,156.8009949,0,0.0633428,0.0633428,947,625,1198,10344,2583.060059,11.9582996,0.0958653,128.526001,980574.875,0.965773803,9.9203196,17.4892998,8.7398996,14.2799997,3.1970999,1.125,8.5956202,11.1499996,0.88,62.94482803,7276368,260210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Eighth Creek-North Fork Middle Fork Willamette River,1709000106,North Fork Middle Fork Willamette River,17090001,Middle Fork Willamette
24,Salt,W02401A,PSME,43.64443,-122.03935,125.2180023,-0.270016,-0.17281,0.0972057,1536,541,1197,7787,1787.280029,13.0383997,0.336228,199.8950043,959306.1875,0.9400905,10.8212996,19.1145,5.4649,11.5799999,-0.6487,-0.5,9.5050898,9.71,0.9,59.86344528,9676104,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02401B,PSME,43.64443,-122.03935,125.2180023,-0.270016,-0.17281,0.0972057,1536,541,1197,7787,1787.280029,13.0383997,0.336228,199.8950043,959306.1875,0.9400905,10.8212996,19.1145,5.4649,11.5799999,-0.6487,-0.5,9.5050898,9.71,0.9,59.86344528,9676104,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02402,ABPR,43.6443,-122.03999,103.3919983,-0.270016,-0.169279,0.100737,1543,541,1197,7787,1787.280029,13.1148996,0.336228,199.8950043,959306.1875,0.907934798,11.2159996,19.8295002,5.4649,11.5799999,-0.6487,-0.5,8.6134996,9.71,0.9,57.56908798,9829248,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02403,ABPR,43.64391,-122.04015,102.0950012,-0.945055,0.242837,1.1878901,1548,541,1197,7787,1787.280029,28.0534992,0.336228,199.8950043,959306.1875,0.870315908,21.5324001,39.4564018,5.4649,11.5799999,-0.6487,-2.625,6.7025299,9.71,0.9,57.56908798,9819169,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02404,ABPR,43.64431,-122.04042,93.0128021,1.48509,0.409001,-1.07609,1565,541,1197,7787,1787.280029,31.1448002,0.336228,199.8950043,959306.1875,0.830769754,23.6021004,43.6931992,5.4649,11.5799999,-0.6487,3.75,6.98528,9.71,0.9,57.56908798,9977335,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02405,ABPR,43.64426,-122.0405,93.0128021,1.48509,0.409001,-1.07609,1565,541,1197,7787,1787.280029,31.1448002,0.336228,199.8950043,959306.1875,0.830770249,23.6021004,43.6931992,5.4649,11.5799999,-0.6487,3.75,6.98528,9.71,0.9,57.56908798,9992945,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02406,ABPR,43.64428,-122.03836,130.4859924,-0.67504,-0.243909,0.43113,1512,541,1197,7787,1787.280029,17.1464005,0.336228,199.8950043,959306.1875,0.949262637,13.9062996,24.7591991,5.4649,11.5799999,-0.6487,-1.5,9.2119598,9.71,0.9,64.30980682,9708035,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02407,ABPR,43.64427,-122.03798,131.423996,-0.135008,-0.0095581,0.12545,1508,541,1197,7787,1787.280029,14.3874998,0.336228,199.8950043,959306.1875,0.948857422,11.7641001,20.8257999,5.4649,11.5799999,-0.6487,-0.625,8.9350901,9.71,0.9,64.30980682,9451923,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02408,ABAM,43.64422,-122.03783,131.423996,-0.135008,-0.0095581,0.12545,1508,541,1197,7787,1787.280029,14.3874998,0.336228,199.8950043,959306.1875,0.948857924,11.7641001,20.8257999,5.4649,11.5799999,-0.6487,-0.625,8.9350901,9.71,0.9,64.30980682,9333459,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02409,TSME,43.64414,-122.03786,116.5650024,-0.270016,-0.216013,0.0540032,1505,541,1197,7787,1787.280029,11.2250004,0.336228,199.8950043,959306.1875,0.928981301,9.3315401,16.4321995,5.4649,11.5799999,-0.6487,-0.75,9.5864897,9.71,0.9,64.30980682,9324903,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02410,TSME,43.644617,-122.039114,125.2180023,-0.270016,-0.17281,0.0972057,1536,541,1197,7787,1787.280029,13.0383997,0.336228,199.8950043,959306.1875,0.940088626,10.8212996,19.1145,5.4649,11.5799999,-0.6487,-0.5,9.5050898,9.71,0.9,59.86344528,9590046,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02411,PSME,43.645316,-122.03962,121.8659973,-0.945055,-0.571187,0.373868,1548,541,1197,7787,1787.280029,15.4919004,0.29775,194.1049957,959306.1875,0.935710333,11.3151999,20.0095997,5.4649,11.5799999,-0.6487,-2.5,8.4318504,9.71,0.9,55.59359741,9861642,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02412,ABPR,43.645663,-122.038952,130.8399963,0.810047,0.259215,-0.550832,1550,541,1197,7787,1787.280029,24.2693005,0.29775,194.1049957,959306.1875,0.950113634,19.7070007,35.8189011,5.4649,11.5799999,-0.6487,1.375,7.58044,9.71,0.9,57.25424957,9770620,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02413,ABPR,43.645543,-122.038688,122.1959991,-0.67504,-0.0648965,0.610143,1535,541,1197,7787,1787.280029,20.8567009,0.29775,194.1049957,959306.1875,0.934269372,16.3351002,29.3085003,5.4649,11.5799999,-0.6487,-1.875,8.0638905,9.71,0.9,57.25424957,9650585,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02414,PSME,43.645171,-122.038899,109.7220001,-0.270016,-0.513239,-0.243223,1539,541,1197,7787,1787.280029,17.8605995,0.29775,194.1049957,959306.1875,0.911924713,14.4988003,25.8593998,5.4649,11.5799999,-0.6487,-0.625,8.7411203,9.71,0.9,59.86344528,9623335,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02415,PSME,43.645703,-122.038217,123.1110001,0.135008,0.324019,0.189011,1534,541,1197,7787,1787.280029,18.8943996,0.29775,194.1049957,959306.1875,0.937240019,14.1567001,25.2234993,5.4649,11.5799999,-0.6487,-0.625,7.47647,9.71,0.9,60.59719086,9545740,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02416,PSME,43.646324,-122.038095,141.0090027,-0.405024,-0.0116764,0.393347,1536,541,1197,7986,1898.23999,17.0587006,0.29775,194.1049957,959306.1875,0.964119304,13.9385004,24.8188,4.6750002,10.8800001,-1.5321,-1.125,8.3126001,9.1700001,0.87,56.37726974,10065380,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02417,ABPR,43.646949,-122.038549,142.6959991,0.270016,0.195579,-0.0744368,1577,541,1197,7986,1898.23999,32.3418999,0.29775,194.1049957,959306.1875,0.973339895,25.8745995,48.5027008,4.6750002,10.8800001,-1.5321,1,7.6856599,9.1700001,0.87,54.43807602,10427296,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02418,PIPO,43.64738,-122.037909,120.7190018,-0.945055,-0.713899,0.231156,1571,541,1197,7986,1898.23999,27.9643002,0.29775,194.1049957,842130.3125,0.925953529,20.2357998,36.8638,4.6750002,10.8800001,-1.5321,-3.25,7.5015998,9.1700001,0.87,53.99225998,9961252,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02419,ABPR,43.647644,-122.038472,135.8549957,2.29513,1.0695601,-1.22557,1592,541,1197,7986,1898.23999,31.257,0.29775,194.1049957,842130.3125,0.959133147,23.5205994,43.5238991,4.6750002,10.8800001,-1.5321,4.375,6.7975402,9.1700001,0.87,53.99225998,10022778,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02420,PSME,43.64653,-122.0379,145.0079956,0,0.169345,0.169345,1543,541,1197,7986,1898.23999,22.4498997,0.29775,194.1049957,959306.1875,0.975929667,18.5921001,33.6383018,4.6750002,10.8800001,-1.5321,-0.25,7.84341,9.1700001,0.87,56.37726974,9807480,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02421,ABPR,43.64418,-122.0378,116.5650024,-0.270016,-0.216013,0.0540032,1505,541,1197,7787,1787.280029,11.2250004,0.336228,199.8950043,959306.1875,0.928980901,9.3315401,16.4321995,5.4649,11.5799999,-0.6487,-0.75,9.5864897,9.71,0.9,64.30980682,9318661,120410,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
24,Salt,W02422,PSME,43.64656,-122.03815,131.4790039,-1.08006,-0.641288,0.438776,1548,541,1197,7986,1898.23999,29.6142006,0.29775,194.1049957,959306.1875,0.949155039,22.9283009,42.2998009,4.6750002,10.8800001,-1.5321,-3.125,8.4286804,9.1700001,0.87,56.37726974,9889758,200210,Willamette National Forest,Middle Fork Ranger District,1.71e+11,Upper Salt Creek,1709000103,Salt Creek,17090001,Middle Fork Willamette
